	GameID	LeagueIndex	Age	HoursPerWeek	TotalHours	APM	SelectByHotkeys	AssignToHotkeys	UniqueHotkeys	MinimapAttacks	MinimapRightClicks	NumberOfPACs	GapBetweenPACs	ActionLatency	ActionsInPAC	TotalMapExplored	WorkersMade	UniqueUnitsMade	ComplexUnitsMade	ComplexAbilityUsed	MaxTimeStamp
246	7448	5	17.0	10.0	1000.0	71.6916	0.000868343	0.000179182	5.51e-05	0.0	0.000537545	0.003225273	42.0429	82.7009	3.9017	0.000289448	0.00062024	9.65e-05	6.89e-05	0.0	72552
247	8417	1	22.0	28.0	900.0	70.5282	0.000368381	5.94e-05	1.19e-05	0.0	3.56e-05	0.003778876	49.5268	59.3459	3.478	0.000522863	0.0010457	5.94e-05	0.0	1.19e-05	84152
255	2759	3	22.0	16.0	800.0	85.2612	0.001956197	0.000334225	1.97e-05	0.0	0.000176942	0.002870399	61.9931	77.9315	5.4692	0.000324394	0.00096335	9.83e-05	0.0	0.0	101728
256	6364	4	18.0	28.0	840.0	118.404	0.001063728	0.000286848	7.17e-05	2.39e-05	0.000203184	0.00352584	16.6259	44.5017	5.922	0.000203184	0.0006215	5.98e-05	0.0	0.0	83668
257	8306	1	26.0	4.0	600.0	58.5666	0.001239914	0.00012029	4.63e-05	0.0	0.000166556	0.002322526	35.184	82.8048	4.3307	0.000194315	0.00061996	4.63e-05	0.0	0.0	108072
258	6689	5	26.0	20.0	500.0	104.6136	0.002507914	0.000215845	7.19e-05	0.000154175	0.000441969	0.002990996	24.9103	65.2096	5.9931	0.000236402	0.0011203	8.22e-05	0.000154175	0.00049336	97292
265	7048	3	27.0	8.0	500.0	92.5044	0.00248139	0.000145964	9.12e-05	7.3e-05	0.000383156	0.002280689	47.6452	63.936	6.408	0.000218946	0.0012954	0.000109473	0.000109473	0.00036491	54808
266	7816	5	27.0	24.0	900.0	117.4518	0.002088865	0.000362896	6.2e-05	2.66e-05	0.000327492	0.003496194	59.8274	60.8101	5.9063	0.000300938	0.001487	8.85e-05	5.31e-05	9.74e-05	112980
268	7341	5	22.0	10.0	600.0	236.265	0.018809956	0.000570391	3.89e-05	2.59e-05	0.00037594	0.005444646	38.969	40.1905	4.5214	0.000440757	0.0017241	9.07e-05	0.0	0.0	77140
272	4175	6	18.0	20.0	1500.0	180.4308	0.013836848	0.000374692	8.03e-05	2.68e-05	0.000401456	0.003131356	37.7241	49.4701	6.7521	0.00064233	0.0010705	8.03e-05	0.0	0.0010973	37364
273	5192	5	22.0	28.0	1500.0	189.48	0.023495189	0.000503468	0.000139852	0.000279705	0.000209778	0.002391475	36.6118	78.4094	5.1813	0.000265719	0.0010489	6.99e-05	0.0	0.0	71504
274	5155	6	16.0	28.0	2100.0	185.2836	0.006147302	0.000233073	7.28e-05	0.000101969	2.91e-05	0.002214194	22.1192	50.4737	12.9079	0.000203939	0.00083032	4.37e-05	0.0	0.0	68648
275	7640	5	23.0	42.0	2000.0	147.417	0.001138724	0.000177004	4.13e-05	0.000743415	0.000843718	0.005522515	23.5465	44.5983	4.8665	0.000177004	0.00076112	5.31e-05	0.0	0.0	169488
277	3311	3	24.0	4.0	400.0	64.104	0.001599409	0.000261442	0.0	7.69e-05	0.000522884	0.001768578	34.5965	89.3565	6.1304	0.0002922	0.0010919	9.23e-05	0.0	1.54e-05	65024
278	750	6	23.0	28.0	450.0	105.6042	0.00213162	0.000292722	3e-05	0.000900685	0.000322745	0.004195689	28.8674	45.9678	4.3703	0.000330251	0.0010808	7.51e-05	0.000187643	0.00041281	133232
280	3896	4	19.0	2.0	1000.0	142.6518	0.004298896	0.000419404	6.99e-05	1.75e-05	1.75e-05	0.002883406	23.5366	47.5152	7.8909	0.000279603	0.00089123	6.99e-05	0.0	6.99e-05	57224
281	7993	3	20.0	6.0	250.0	83.9088	0.000727082	0.000276291	7.27e-05	0.0	0.000145416	0.003489995	24.7866	62.2167	4.4833	0.000218125	0.0010761	0.000101792	0.0	0.00011633	68768
282	1520	5	17.0	10.0	350.0	165.4494	0.003203767	0.000247805	5.31e-05	0.00046021	0.000849618	0.003717077	28.0957	43.1429	7.4333	0.000442509	0.0023718	0.000123903	0.000230105	0.0001239	56496
284	3236	4	25.0	8.0	100.0	105.6042	0.003459368	0.000476225	2.7e-05	0.0	0.000188693	0.002515904	49.4624	66.4714	6.5857	0.000215649	0.0011501	5.39e-05	8.99e-05	0.00010782	111292
288	3584	6	17.0	12.0	300.0	151.2702	0.003341067	0.000394432	6.96e-05	0.0	0.00037123	0.003770302	34.284	50.0431	6.8923	0.000243619	0.0011021	6.96e-05	0.000603248	0.0016241	86200
291	2928	4	20.0	6.0	200.0	80.8956	0.001528311	0.00036344	6.52e-05	1.86e-05	0.000764156	0.003569165	54.5445	56.3864	3.893	0.000316845	0.00063369	6.52e-05	0.0	0.00012115	107308
292	9240	2	31.0	8.0	750.0	89.2404	0.000605296	5.15e-05	2.58e-05	0.0	2.58e-05	0.003554502	43.7527	60.5072	4.4384	0.000180301	0.00079848	7.73e-05	0.0	3.86e-05	77648
293	2723	4	18.0	8.0	650.0	209.8026	0.008836632	0.000255605	7.3e-05	1.83e-05	3.65e-05	0.005239904	16.4755	36.2369	5.8432	0.000401665	0.0016432	0.000109545	0.0	7.3e-05	54772
297	5538	5	25.0	2.0	120.0	160.9968	0.009308807	0.00041806	0.000139353	0.0	0.000696767	0.003511706	28.256	45.4921	5.9524	0.00039019	0.00078038	0.000111483	0.0	5.57e-05	35880
301	10062	8				355.3518	0.037525703	0.000599726	0.0001	0.001242289	0.000514051	0.004540781	9.2871	41.9497	6.5063	0.000314142	0.001228	0.000114233	0.0	0.00061401	70032
307	5165	3	22.0	4.0	70.0	65.7534	0.000771775	0.000275634	8.27e-05	0.000220507	0.000523705	0.002081036	61.5467	98.8079	5.894	0.000275634	0.0012955	6.89e-05	0.0	0.0	72560
312	3984	6	24.0	28.0	1000.0	158.0856	0.004037236	0.000243927	3.48e-05	3.98e-05	0.000597372	0.00546595	37.2871	40.1421	4.5692	0.00018419	0.00071187	3.98e-05	4.48e-05	0.00012445	200880
313	4050	5	18.0	36.0	2000.0	99.1104	0.001669432	0.000331813	0.0	8.3e-05	0.000321443	0.003152219	42.8383	72.8026	5.3059	0.00023849	0.0018146	6.22e-05	0.0	0.0	96440
315	7844	6	25.0	28.0	2500.0	184.2786	0.010149436	0.000513084	9.62e-05	0.000128271	9.62e-05	0.003351077	25.2885	50.1053	7.3589	0.000272576	0.00060929	9.62e-05	0.0	0.00035274	62368
318	3097	4	22.0	40.0	500.0	73.8462	0.001088948	0.000162833	5.09e-05	8.14e-05	0.000213719	0.003633218	31.2809	59.2381	3.6583	0.000264604	0.0011195	6.11e-05	0.0	4.07e-05	98260
319	4341	4	20.0	10.0	800.0	69.5274	0.000470286	0.000278332	9.6e-06	0.0	0.000105574	0.003148034	56.5872	83.1829	4.0305	0.000316723	0.0008254	8.64e-05	7.68e-05	3.84e-05	104192
321	6709	4	21.0	20.0	600.0	113.3142	0.002778838	0.000371219	3.71e-05	7.42e-05	0.000583344	0.003542489	38.7106	67.1078	5.1602	0.000121972	0.00042425	4.24e-05	0.0	0.0	188568
323	1427	5	23.0	12.0	730.0	118.1706	0.00249951	0.000431288	4.9e-05	0.000117624	0.00122525	0.00416585	28.0755	51.2188	4.7835	0.000313664	0.00089198	9.8e-05	0.000107822	0.00039208	102020
324	5413	4	18.0	20.0	800.0	135.6042	0.002107002	0.000204203	3.71e-05	3.71e-05	0.000881785	0.004074775	30.8676	41.9863	5.5991	0.000232049	0.00072399	7.43e-05	0.000269177	0.00037128	107736
325	6501	2	28.0	12.0	100.0	65.1546	0.001671791	0.00038432	7.69e-05	0.0	0.000307456	0.003055342	37.6962	83.2956	3.5597	0.000365104	0.0005957	0.000115296	0.0	0.0	52040
327	7580	5	22.0	12.0	800.0	128.9214	0.005291074	0.000431125	6.53e-05	2.61e-05	6.53e-05	0.004180602	32.7022	50.7375	4.6094	0.000261288	0.0011366	7.84e-05	0.0	0.0	76544
328	7026	3	19.0	12.0	300.0	136.116	0.003263466	0.000514742	2.06e-05	4.12e-05	0.000669165	0.003551721	31.0233	54.0406	6.5362	0.000175012	0.00094713	7.21e-05	0.000494153	0.00052504	97136
329	2639	2	23.0	4.0	800.0	63.7386	0.000483108	5e-05	1.67e-05	0.0	0.000499767	0.001849137	53.6364	89.2613	6.4595	0.000216566	0.0011994	0.000116612	0.0	0.0	60028
331	5688	3	29.0	32.0	500.0	85.2774	0.000609979	0.000106746	7.62e-06	7.62e-06	0.000266866	0.003080395	53.4194	72.901	5.104	0.000251616	0.00063285	6.1e-05	0.0	0.0	131152
334	10015	8				274.2552	0.018120523	0.001264223	0.000105352	5.27e-05	0.000974505	0.007111252	10.6419	24.3556	4.387	0.000368732	0.0011062	7.9e-05	0.0	0.0	75936
335	4535	4	27.0	12.0	850.0	107.1156	0.003967809	0.000448657	9.81e-05	2.8e-05	0.000210308	0.003841624	50.4322	59.5474	4.3139	0.000420616	0.001388	9.81e-05	0.000182267	5.61e-05	71324
336	4028	6	26.0	8.0	730.0	175.7856	0.012084968	0.000179548	6.91e-05	4.14e-05	0.000621513	0.00426772	22.2987	46.4078	4.9709	0.000359096	0.0011463	0.000110491	0.000234794	0.00013811	72404
337	4987	6	26.0	6.0	525.0	130.7844	0.003425503	0.000478336	9.26e-05	0.000108011	0.000478336	0.002978027	27.8333	46.0104	7.1503	0.000231453	0.00078694	7.72e-05	0.0	0.0	64808
339	3027	2	16.0	72.0	144.0	74.52	0.001472848	0.000166496	6.4e-05	0.0	0.000102459	0.002574283	56.44	80.0995	4.9502	0.000166496	0.00062756	7.68e-05	0.0	3.84e-05	78080
341	3773	1	20.0	8.0	500.0	49.7838	0.000273984	2.11e-05	0.0	0.0	0.000158068	0.002497471	58.9492	92.27	3.8101	0.000231833	0.00044259	7.38e-05	0.0	6.32e-05	94896
343	6731	3	28.0	36.0	1440.0	71.853	0.001107782	0.000168805	5.28e-05	8.44e-05	0.000422012	0.002932984	37.1119	73.8993	4.3129	0.000232107	0.0010656	5.28e-05	0.0	0.0	94784
347	2938	4	24.0	10.0	800.0	126.9336	0.00393931	0.000501114	4.18e-05	1.39e-05	0.000501114	0.004885857	23.8171	50.1425	4.0912	0.000320156	0.0010301	0.000111359	0.0	9.74e-05	71840
348	739	5	18.0	8.0	720.0	99.8766	0.005843188	0.000256076	0.000116398	4.66e-05	0.000581991	0.002211565	35.8298	89.3895	5.8	0.000325915	0.00081479	6.98e-05	0.0	0.0	42956
350	8224	5	17.0	4.0	1260.0	204.3654	0.006015471	0.000492767	6.51e-05	9.3e-05	0.001636357	0.0036911	18.5152	47.335	9.3778	0.000241735	0.0012273	8.37e-05	0.00018595	0.00060434	107556
355	2622	5	20.0	12.0	700.0	91.773	0.003791743	0.000493097	6.8e-05	5.1e-05	8.5e-05	0.003502687	26.9463	59.8447	4.0388	0.000238047	0.0012072	0.000136027	0.00010202	6.8e-05	58812
356	2391	4	23.0	10.0	600.0	88.8612	0.001522782	0.000280736	2.55e-05	0.0	1.7e-05	0.003266751	35.7076	58.4583	4.8542	0.000246708	0.00069759	6.81e-05	0.000365808	0.00040834	117548
358	2955	3	19.0	14.0	90.0	109.4916	0.003018899	4.06e-05	0.0	0.0	0.000148914	0.001719283	30.6349	82.2362	10.3465	0.000148914	0.0010695	8.12e-05	0.0	0.0	73868
360	1375	3	16.0	24.0	730.0	101.6082	0.006837904	0.000338424	6.07e-05	2.6e-05	0.000329747	0.003418952	64.2239	66.3046	3.7234	0.000277681	0.00053801	4.34e-05	0.0	0.0	115240
362	8383	5	17.0	24.0	780.0	159.0462	0.009405074	0.000413143	0.000145815	0.0	4.86e-05	0.003985613	31.0184	54.7073	5.128	0.000364538	0.00068047	0.000145815	0.0	0.0	41148
363	4581	4	17.0	6.0	50.0	89.6142	0.001574704	0.000350934	6.3e-05	0.000134975	0.000404924	0.003059425	73.6047	72.3647	5.1941	0.000278948	0.0012688	6.3e-05	0.0	9e-06	111132
364	3710	1	16.0	16.0	420.0	40.1292	0.000188986	0.000130837	2.91e-05	2.18e-05	2.18e-05	0.001613654	129.9729	130.2523	4.7342	0.000159912	0.00027621	5.09e-05	0.000181718	5.09e-05	137576
365	5189	3	17.0	6.0	300.0	48.8346	7.32e-05	0.00011391	0.0	1.63e-05	9.76e-05	0.002497885	63.6209	82.9967	3.8795	0.000195274	0.00052887	4.88e-05	0.0	9.76e-05	122904
367	2772	6	20.0	12.0	600.0	213.3366	0.008961864	0.000487288	0.000105932	4.24e-05	0.000699153	0.005317797	24.624	33.5777	5.6215	0.000508475	0.0040254	0.000127119	0.0	0.0	47200
368	7771	5	18.0	28.0	1200.0	106.752	0.002367725	0.00047619	5.29e-05	3.97e-05	0.000238095	0.003769841	40.662	49.4035	4.6947	0.000383598	0.00075397	3.97e-05	0.0	0.00021164	75600
370	6510	4	21.0	20.0	800.0	108.9282	0.002386984	0.000233827	3.9e-05	0.0	0.000155885	0.003478176	50.3258	65.9496	5.1457	0.000263055	0.0018901	7.79e-05	0.000282541	0.00038971	102640
371	8802	2	32.0	8.0	100.0	116.1432	0.005540743	0.000263845	9.72e-05	0.0	0.000152752	0.003791035	48.4706	60.0293	4.2418	0.000222185	0.00070822	8.33e-05	0.0	0.0	72012
372	5118	6	25.0	10.0	900.0	102.8304	0.003330642	0.000336428	0.000100929	0.0	0.000134571	0.001682142	50.449	78.56	9.36	0.000403714	0.0012784	0.000201857	0.0	0.0	29724
373	716	4	19.0	10.0	600.0	64.7592	0.001895307	0.000473827	9.03e-05	6.77e-05	0.000135379	0.002786552	52.6667	80.6154	3.9028	0.000203069	0.00051895	6.77e-05	0.0	0.00040614	88640
374	5342	5	21.0	30.0	320.0	174.654	0.012057796	0.000395338	5.1e-05	8.93e-05	0.000242304	0.003774836	37.692	55.9122	5.8834	0.000216798	0.0012243	6.38e-05	5.74e-05	0.00012753	156828
375	384	3	22.0	40.0	480.0	108.4692	0.002186696	0.000441014	2.76e-05	0.000275634	0.000128629	0.003371922	32.7104	56.654	5.4251	0.000211319	0.00098309	5.51e-05	0.0	0.0	108840
376	759	5	19.0	30.0	1825.0	147.1572	0.006631751	0.000476126	4.53e-05	1.13e-05	0.000532807	0.003287535	30.9896	55.7103	6.5345	0.000249399	0.0023353	9.07e-05	0.0	2.27e-05	88212
377	966	4	22.0	10.0	1000.0	87.9012	0.000763534	3.82e-05	9.54e-06	0.000200428	0.00011453	0.003330915	40.6897	73.2722	4.7908	0.000286325	0.0013171	8.59e-05	0.0	0.0	104776
382	2079	4	28.0	12.0	600.0	147.8922	0.012910029	0.000552848	7.17e-05	7.17e-05	0.000307138	0.003654941	27.6854	57.9384	4.1905	0.000276424	0.0008907	8.19e-05	0.000102379	0.000215	97676
383	100	5	16.0	30.0	5000.0	160.4754	0.00425386	0.000431735	2.54e-05	0.000774584	0.000406339	0.004571312	36.2897	46.8889	5.4361	0.000355547	0.0019809	8.89e-05	0.0	0.0	78752
387	4111	5	16.0	14.0	900.0	206.0646	0.017904125	0.000420964	7.89e-05	1.32e-05	0.000644601	0.004314881	23.0459	45.4512	4.9543	0.000236792	0.00082877	9.21e-05	0.000144706	0.00046043	76016
388	1301	2	32.0	6.0	150.0	49.3854	0.002289466	0.00033918	6.06e-05	0.0	8.48e-05	0.00247117	63.6059	92.8039	2.9118	0.000181704	0.00092063	7.27e-05	0.0	0.0	82552
389	7107	6	20.0	10.0	700.0	153.564	0.003980007	0.000388745	9.26e-05	7.4e-05	0.000277675	0.004442799	33.9916	50.4667	5.5375	0.000351722	0.0020363	0.00011107	0.0	3.7e-05	54020
394	1008	4	23.0	36.0	2000.0	98.4858	0.002192381	0.000479583	2.74e-05	0.000137024	0.000438476	0.004097013	42.0403	60.1472	3.7023	0.000301452	0.00067142	8.22e-05	0.0	1.37e-05	72980
395	3651	6	21.0	28.0	800.0	65.373	0.000566228	0.000398457	0.0	8.39e-05	0.0001468	0.002474625	54.9402	70.1356	4.7542	0.0002936	0.00050331	8.39e-05	0.0	0.00020971	47684
397	4868	4	44.0	6.0	500.0	89.5266	0.004458312	9.73e-05	4.87e-05	0.000152057	0.000145975	0.002341678	20.3125	74.2026	5.4468	0.000152057	0.00049266	4.26e-05	0.0	0.0	164412
400	229	5	18.0	24.0	200.0	111.8556	0.004400404	0.000625494	0.0	9.88e-05	0.000197524	0.003917566	48.1798	54.1513	4.3529	0.000340181	0.0010096	8.78e-05	0.000164604	0.00038408	91128
401	7918	3	31.0	4.0	300.0	88.9254	0.002224694	0.000403226	4.17e-05	0.000111235	2.78e-05	0.003740267	42.791	60.2528	3.8439	0.0003198	0.00082036	6.95e-05	0.0	0.0	71920
403	3118	4	20.0	56.0	800.0	106.2648	0.00167507	0.000414621	4.98e-05	1.66e-05	0.000116094	0.003416479	24.0976	59.1845	5.2718	0.000199018	0.00049755	8.29e-05	0.0	0.00011609	60296
404	7304	6	18.0	10.0	600.0	134.835	0.003140214	0.000608569	0.000146056	0.0	0.000632911	0.002677702	34.7156	55.2364	8.4091	0.000389484	0.0015336	0.000121714	0.0	0.0	41080
407	8870	4	23.0	10.0	300.0	111.1806	0.001234927	0.000127125	7.26e-05	3.63e-05	0.000326892	0.003886387	32.2066	54.3178	5.0935	0.000290571	0.00045402	0.000108964	0.0	0.0	55064
408	842	6	18.0	12.0	420.0	193.3734	0.014781491	0.000625761	8.46e-05	6.76e-05	0.000372074	0.002756731	21.4815	68.8589	8.2945	0.00020295	0.0012346	0.000101475	0.0	0.0	59128
409	751	4	24.0	24.0	303.0	72.069	0.00149251	0.000111243	0.0	4.64e-05	0.000213216	0.003031371	68.1227	71.8532	4.1529	0.000287378	0.0010753	8.34e-05	0.000222486	0.00046351	107872
412	5335	3	16.0	6.0	500.0	81.5658	0.000797679	0.000486895	2.07e-05	5.18e-06	0.000119134	0.003377188	59.9754	63.7791	4.3298	0.000160572	0.00037812	4.66e-05	0.0	0.0003574	193060
416	6454	2	18.0	10.0	500.0	127.5114	0.010487369	0.000216892	7.66e-05	0.0	0.000688951	0.002602705	80.8079	90.3333	5.1422	0.000331717	0.00148	7.66e-05	0.0	0.0	78380
417	2348	5	19.0	10.0	553.0	131.5122	0.003431122	0.000433673	8.93e-05	0.000216837	0.000586735	0.004540816	24.5972	48.6404	4.941	0.000395408	0.0018622	8.93e-05	0.000140306	0.00071429	78400
419	1624	3	28.0	42.0	1260.0	84.666	0.000737912	0.000374813	0.000117129	0.000128842	0.001546102	0.003162481	39.3606	63.9556	4.7704	0.000257684	0.00089018	9.37e-05	0.0	0.0	85376
420	8068	3	36.0	16.0	400.0	46.9092	0.000601207	0.000102092	4.54e-05	3.4e-05	5.67e-05	0.002790508	38.1551	88.7805	2.9797	0.000204183	0.00039702	5.67e-05	5.67e-05	9.07e-05	88156
421	8665	5	26.0	24.0	1560.0	112.6362	0.005454746	0.000606083	3.67e-05	0.0	0.0	0.004316045	32.3932	55.6936	3.6723	0.000385689	0.00093667	7.35e-05	0.0	0.0	54448
423	3302	1	23.0	8.0	60.0	51.5208	0.000911969	0.000154863	8.6e-05	0.0	6.88e-05	0.002202492	52.7874	101.3438	4.1016	0.000361346	0.00022369	8.6e-05	0.0	0.0	58116
424	8666	6	29.0	20.0	850.0	176.985	0.002783943	0.000411373	7.65e-05	0.000162636	0.002171667	0.004142431	17.1389	42.9099	7.2125	0.000277438	0.0021717	8.61e-05	0.0	0.0	104528
428	3590	4	19.0	10.0	200.0	134.0598	0.006845238	0.000334821	0.00014881	3.72e-05	0.001004464	0.002864583	34.7895	67.6883	6.4286	0.000483631	0.00078125	0.000186012	0.0	0.0	26880
429	10029	8				290.5914	0.027561235	0.001749568	6.64e-05	2.21e-05	0.001948886	0.005292997	22.0126	36.0669	4.954	0.000210391	0.00064225	6.64e-05	4.43e-05	7.75e-05	90308
430	2184	5	23.0	24.0	1460.0	141.6744	0.005696096	0.000523538	2.09e-05	0.0	0.000481655	0.004293014	26.1373	50.3415	5.0293	0.000335064	0.0008586	6.28e-05	0.0	0.0	47752
432	2821	6	17.0	28.0	700.0	214.8654	0.011556616	0.000602842	3.85e-05	0.000461752	0.000743933	0.00438664	19.4956	41.3333	6.4006	0.000320661	0.0018598	8.98e-05	0.0	0.0	77964
433	454	6	24.0	24.0	400.0	207.8286	0.020629485	0.000428082	0.000122309	0.0	0.000122309	0.003913894	51.6859	49.5417	4.7448	0.000244618	0.0012435	0.000122309	0.0	0.0	49056
434	5435	2	19.0	6.0	150.0	56.1102	0.000729681	0.000252582	8.42e-05	0.0	0.0	0.002076785	30.1918	74.2162	5.2838	0.000308711	0.0010945	8.42e-05	0.0	0.00061742	35632
435	1578	4	22.0	12.0	600.0	190.3122	0.021032505	0.000382409	8.37e-05	1.2e-05	0.000119503	0.003393881	50.3322	62.0141	4.2359	0.000286807	0.00080067	7.17e-05	9.56e-05	0.00052581	83680
437	4629	6	21.0	28.0	731.0	237.219	0.021560237	0.00082291	0.000164582	0.000164582	0.000630898	0.00422427	28.9673	50.7532	5.2922	0.000384025	0.00076805	0.000137152	0.0	0.0	36456
439	4718	5	21.0	14.0	1000.0	157.6254	0.003526276	0.000283046	3.54e-05	5.9e-05	1.18e-05	0.004316445	25.2712	40.1202	6.0109	0.000212284	0.0011204	5.9e-05	0.0	0.0	84792
445	7444	4	25.0	10.0	600.0	119.9988	0.002293073	0.000275169	9.17e-05	7.34e-05	7.34e-05	0.002733343	35.2703	81.0201	7.4832	0.000330203	0.001064	9.17e-05	0.0	0.0	54512
447	2146	3	17.0	16.0	400.0	131.4708	0.002176002	0.000409767	5.65e-05	0.0	0.000536936	0.003320522	33.9658	54.6894	7.2809	0.000282598	0.001201	9.89e-05	0.0	0.0	70772
448	4607	7	18.0	42.0	2000.0	210.2112	0.008201312	0.001220195	0.000120019	0.000240038	0.000860138	0.005580893	18.3597	34.0358	5.4122	0.000480077	0.0028205	0.000120019	0.0	4e-05	49992
449	2384	6	21.0	20.0	1500.0	170.7486	0.006940396	0.000364325	0.000127514	7.29e-05	0.000200379	0.003825415	27.7895	43.0667	6.5952	0.00029146	0.0010201	0.000127514	0.0	1.82e-05	54896
450	7493	6	20.0	24.0	1000.0	116.5674	0.001862891	0.000508061	0.000169354	6.77e-05	0.000270966	0.003895136	24.7018	37.4957	4.9652	0.00044032	0.00105	0.000169354	0.0	0.0	29524
451	5802	5	27.0	28.0	600.0	83.145	0.001166521	5.47e-05	3.65e-05	0.0	0.000127588	0.002697579	41.7959	65.027	5.3041	0.00029163	0.0011847	9.11e-05	0.0	0.0	54864
456	1543	4	20.0	12.0	500.0	111.9798	0.002496026	0.000347705	9.93e-05	8.69e-05	0.000161435	0.003874429	49.9678	59.3077	4.8974	0.000298033	0.0026823	6.21e-05	0.000583648	0.0014902	80528
460	6693	2	20.0	6.0	180.0	46.8324	0.001403848	0.000161097	6.9e-05	4.6e-05	6.9e-05	0.002968793	45.0625	81.0233	2.7364	0.000299181	0.00064439	0.000138083	0.0	0.0	43452
462	2625	2	17.0	16.0	650.0	80.6232	0.000761251	0.000292789	3.35e-05	6.69e-05	0.000276058	0.002626736	38.5815	66.9936	5.7962	0.0002175	0.00059394	7.53e-05	0.000342981	0.00032625	119540
464	4128	3	16.0	14.0	300.0	77.3376	0.002621569	0.000282718	0.00015421	0.00015421	7.71e-05	0.002595867	52.12	92.6733	4.4257	0.00030842	0.00089956	7.71e-05	0.0	0.0	38908
466	4006	3	16.0	10.0	820.0	90.5964	0.00128048	0.000114329	3.66e-05	6.86e-05	0.000425302	0.00327437	52.9734	69.3184	4.8813	0.00016006	0.00077286	4.12e-05	0.0	5.49e-05	218668
468	8041	3	27.0	20.0	700.0	69.4854	0.001241255	0.000366734	4.23e-05	9.87e-05	0.000493681	0.002369668	54.9461	85.0714	5.119	0.000211578	0.00040905	9.87e-05	0.0	1.41e-05	70896
469	284	4	25.0	4.0	180.0	107.4084	0.001604398	0.000388326	8.18e-05	0.0	0.000398545	0.00396501	30.5633	51.4124	4.8144	0.00022482	0.0011445	8.18e-05	7.15e-05	0.00012263	97856
470	2834	5	20.0	8.0	700.0	111.2382	0.00334814	0.000447524	1.66e-05	0.000265199	0.000248624	0.002585693	42.3742	70.9487	7.3974	0.000314924	0.0022542	9.94e-05	0.000182324	6.63e-05	60332
471	4511	2	19.0	28.0	450.0	50.9904	0.00014795	6.09e-05	5.22e-05	0.0	0.000243682	0.002497737	57.9441	87.0941	3.9652	0.000191464	0.00056569	6.96e-05	0.0	4.35e-05	114904
473	3372	5	16.0	10.0	730.0	133.7118	0.005154322	0.000799279	0.000102472	1.02e-05	0.0	0.004447268	30.8176	47.4562	4.5461	0.000245932	0.0007173	8.2e-05	0.000204943	0.00056359	97588
479	7747	4	24.0	12.0	2250.0	136.0566	0.004271466	0.000346921	8.67e-05	2.17e-05	0.000715525	0.00320902	31.6735	54.5405	6.25	0.000390286	0.00073721	0.000108413	0.0	2.17e-05	46120
481	8134	3	20.0	10.0	200.0	68.139	0.001621173	0.000100538	5.03e-05	0.0	2.51e-05	0.004071784	57.387	65.2099	2.7222	0.000301614	0.00077917	7.54e-05	0.000100538	8.8e-05	79572
484	6109	5	21.0	10.0	2400.0	133.719	0.002275273	0.000431718	4.67e-05	3.5e-05	0.000688416	0.003628769	26.8	49.5048	6.7556	0.00030337	0.0014818	8.17e-05	0.000186689	0.00059507	85704
492	1488	3	25.0	10.0	400.0	75.2358	0.001032018	0.000201369	2.52e-05	0.0	0.000629279	0.002064035	28.9383	91.4634	6.5	0.000251712	0.0017872	0.000125856	0.0	2.52e-05	39728
494	1972	4	22.0	12.0	130.0	111.9282	0.008251759	0.000245954	6.15e-05	6.15e-05	0.000209061	0.004574745	46.7925	54.6774	2.7984	0.000307443	0.00075016	7.38e-05	0.0	7.38e-05	81316
495	8832	4	31.0	28.0	450.0	171.456	0.000390869	0.000117261	0.000117261	0.0	0.000351782	0.002188868	28.5818	50.7143	14.6071	0.000429956	0.0010944	0.000195435	0.0	0.0	25584
497	9041	3	30.0	6.0	250.0	104.853	0.001530499	0.000918299	0.000111309	0.000278272	0.000417409	0.002309662	14.0488	73.0602	8.0241	0.000389581	0.00047306	0.000139136	0.0	0.0	35936
498	2353	6	22.0	20.0	1200.0	120.1206	0.002162973	0.000529708	0.000154498	0.000132427	0.000154498	0.003928666	25.2881	49.3483	5.1966	0.00037521	0.0011698	0.000110356	0.0	0.0	45308
504	230	3	24.0	10.0	200.0	87.162	0.000398548	6.64e-05	1.11e-05	0.000387477	0.00087459	0.002634842	38.8354	60.0168	6.1975	0.000232486	0.0011181	7.75e-05	0.0	3.32e-05	90328
506	2309	5	29.0	28.0	900.0	99.1128	0.001361397	0.000216095	6.48e-05	0.000108047	0.000540237	0.003198202	27.2653	51.4865	5.3919	0.000324142	0.0012533	8.64e-05	0.0	6.48e-05	46276
508	865	4	21.0	12.0	350.0	69.9006	0.001389909	0.000183573	3.28e-05	3.28e-05	0.000314696	0.002996171	55.8947	76.6039	4.0613	0.000163904	0.00072774	5.9e-05	0.0	0.0	152528
509	1769	5	20.0	24.0	360.0	175.5354	0.007370334	0.000490394	0.000115387	0.0	0.00017308	0.004947211	19.5673	42.1224	5.207	0.000389431	0.0015289	0.000100963	7.21e-05	7.21e-05	69332
510	9050	5	26.0	8.0	400.0	137.412	0.0111293	0.00050088	8.55e-05	0.000317631	0.000158815	0.002687647	42.7215	80.0182	5.5682	0.000280981	0.00095289	7.33e-05	0.000207682	0.0001466	81856
511	5255	5	18.0			122.247	0.006356849	0.000432807	4.06e-05	1.35e-05	0.000256979	0.003043172	30.8929	62.2933	5.3822	0.00031108	0.001055	6.76e-05	0.0	0.00033813	73936
